RecordID,Input,Instruction,Move,dir,amount,RopePiece,x,y
669,D 3,341,2,D,3,H,5,30
4621,L 7,1331,6,L,7,T,66,50
5726,D 9,1636,7,D,9,T,108,53
3026,U 7,932,4,U,7,H,21,13
6571,L 3,1929,3,L,3,H,134,81
2254,D 5,767,5,D,5,H,48,44
5658,R 14,1606,1,R,1,H,90,66
2005,R 8,709,4,R,8,T,57,57
5973,D 5,1718,4,D,5,T,128,52
2108,R 5,732,3,R,5,T,64,49
4922,U 12,1407,1,U,1,H,52,58
6589,R 8,1937,1,R,8,H,142,85
4706,U 9,1357,6,U,9,T,58,53
2843,R 9,890,9,R,9,T,44,28
2056,D 7,719,3,D,7,H,66,54
4212,D 1,1210,1,D,1,T,54,67
2070,D 3,722,1,D,3,H,64,56
4623,R 10,1332,1,R,1,T,65,50
4178,U 6,1202,4,U,6,T,54,57
878,L 4,412,2,L,4,T,17,16
3798,R 9,1105,1,R,9,H,15,39
1906,D 6,690,2,D,6,T,61,64
6091,U 9,1754,7,U,9,H,145,48
1626,U 7,622,6,U,7,H,29,53
3869,D 7,1121,3,D,7,T,25,45
5566,L 8,1583,6,L,8,H,83,65
3677,R 7,1076,6,R,7,T,23,33
1754,R 7,652,3,R,7,H,48,52
2170,R 3,748,1,R,3,T,70,42
4854,R 6,1390,3,R,6,H,65,61
157,U 2,110,2,U,2,H,2,23
2367,U 9,790,1,U,9,H,25,26
2854,R 6,893,5,R,6,H,49,23
4098,R 7,1182,3,R,7,T,36,37
3093,D 9,944,3,D,9,H,10,21
3886,L 4,1125,3,L,4,T,27,44
1009,D 5,453,5,D,5,H,11,34
2652,L 4,854,3,L,4,H,14,34
5384,L 9,1532,8,L,9,T,90,77
235,U 2,149,1,U,2,H,8,13
5376,U 15,1531,1,U,1,H,97,77
1507,L 6,589,5,L,6,H,10,43
4665,R 4,1343,2,R,4,T,50,52
6114,L 6,1763,4,L,6,H,145,55
4173,R 2,1200,2,R,2,H,55,54
5402,R 9,1540,3,R,9,T,89,86
3048,L 7,936,6,L,7,T,17,20
3889,L 3,1127,1,L,3,T,26,44
3497,D 9,1036,9,D,9,H,18,39
2164,D 5,746,3,D,5,T,72,45
3485,U 9,1035,6,U,9,H,18,45
3505,L 9,1039,1,L,9,H,23,40
5498,D 7,1569,1,D,7,T,92,68
6208,L 4,1801,1,L,4,T,145,73
2581,D 7,840,3,D,7,T,5,35
3050,D 10,937,1,D,1,T,16,20
6359,U 7,1851,3,U,7,H,132,69
5389,U 8,1533,4,U,8,T,88,80
5871,D 9,1687,7,D,9,H,106,53
3665,D 9,1074,8,D,9,H,18,29
5852,U 8,1683,7,U,8,T,97,58
6506,R 7,1906,5,R,7,H,143,75
5604,D 3,1593,3,D,3,H,95,65
2440,D 9,805,1,D,9,T,35,33
5036,L 6,1431,5,L,6,H,67,59
4988,R 9,1420,9,R,9,T,50,61
956,U 5,439,5,U,5,T,17,36
1477,U 4,579,2,U,4,T,15,39
3156,R 4,960,3,R,4,H,21,13
834,R 4,396,2,R,4,H,16,26
6148,U 7,1773,7,U,7,T,152,65
6223,L 4,1806,1,L,4,H,149,72
1019,R 6,456,1,R,6,H,16,29
4689,U 7,1350,7,U,7,T,57,49
4173,R 2,1200,2,R,2,T,54,53
3941,U 8,1140,1,U,8,T,27,32
2683,U 6,860,4,U,6,T,15,33
237,R 3,150,1,R,3,T,8,13
4086,R 9,1179,2,R,9,T,27,35
3681,L 4,1077,3,L,4,H,22,33
2349,L 6,786,3,L,6,T,33,33
4116,U 12,1185,1,U,1,T,43,37
3934,L 4,1137,2,L,4,T,32,33
404,R 2,234,1,R,2,T,2,16
3933,L 4,1137,1,L,4,T,32,33
792,D 4,382,1,D,4,H,19,15
2791,R 4,880,2,R,4,T,37,31
1961,L 8,700,8,L,8,H,46,53
5242,R 9,1493,1,R,9,H,100,60
1736,D 2,649,1,D,2,T,45,53
549,L 4,293,3,L,4,T,14,20
5298,U 8,1506,3,U,8,T,101,56
2117,L 6,734,1,L,6,H,66,55
3844,D 2,1112,2,D,2,T,32,41
1715,U 5,643,4,U,5,H,49,58
1748,L 7,651,4,L,7,H,48,52
4091,R 9,1179,7,R,9,T,32,36
2143,D 6,740,6,D,6,T,67,47
1361,D 4,547,4,D,4,H,31,26
5573,R 9,1587,2,R,9,H,84,65
6024,R 9,1732,9,R,9,H,160,44
2737,U 4,869,2,U,4,T,44,16
3160,R 10,962,1,R,1,H,23,15
727,U 5,362,1,U,5,H,22,21
1194,D 6,501,2,D,6,H,20,24
261,U 3,162,1,U,3,T,10,16
5260,L 6,1497,2,L,6,H,101,61
135,U 1,96,1,U,1,H,1,12
16,L 1,11,1,L,1,H,2,-2
4985,R 9,1420,6,R,9,H,48,61
5828,U 8,1671,8,U,8,H,91,53
3679,L 4,1077,1,L,4,T,24,33
3407,L 6,1021,3,L,6,H,21,26
581,U 1,306,1,U,1,T,16,23
3098,D 9,944,8,D,9,H,10,16
6058,D 3,1742,2,D,3,H,161,39
6504,R 7,1906,3,R,7,H,141,75
6002,R 6,1728,3,R,6,H,148,52
5049,D 6,1437,1,D,6,H,70,53
2829,D 9,889,4,D,9,H,36,33
2385,U 2,793,2,U,2,T,29,35
1432,U 6,567,5,U,6,H,29,41
6646,U 8,1957,6,U,8,H,130,98
2269,D 5,771,3,D,5,T,44,42
1513,D 5,591,4,D,5,T,10,40
4409,R 6,1266,5,R,6,H,75,62
2540,U 5,830,2,U,5,H,21,25
1186,U 3,499,2,U,3,H,25,25
3254,R 9,987,7,R,9,T,23,18
1790,U 6,660,4,U,6,T,54,57
470,U 4,261,3,U,4,T,7,22
5214,R 8,1483,3,R,8,H,100,68
1602,U 6,616,3,U,6,T,24,49
2860,D 7,894,5,D,7,T,50,19
5047,R 4,1436,3,R,4,T,68,54
2416,U 4,799,4,U,4,T,27,28
1121,U 4,484,1,U,4,T,29,21
108,R 1,76,1,R,1,H,5,7
5449,L 11,1554,1,L,1,H,86,81
5002,R 9,1423,8,R,9,H,59,63
2718,R 9,866,7,R,9,H,34,22
1750,L 7,651,6,L,7,T,47,52
2768,L 9,874,9,L,9,H,31,27
3402,D 5,1020,3,D,5,H,24,28
4038,R 5,1164,4,R,5,H,32,38
4955,U 7,1413,7,U,7,H,50,57
2600,U 6,843,6,U,6,H,10,36
3231,L 3,982,1,L,3,H,17,18
2406,R 6,796,6,R,6,H,26,30
6317,D 9,1838,3,D,9,H,139,68
3819,U 9,1108,6,U,9,T,26,40
5711,D 8,1631,6,D,8,T,105,61
443,L 3,249,2,L,3,T,5,13
3873,D 7,1121,7,D,7,H,25,40
1107,R 5,479,5,R,5,H,31,20
1132,U 6,487,2,U,6,H,30,22
4062,L 6,1173,2,L,6,T,33,32
3809,D 4,1106,3,D,4,T,23,37
314,D 3,192,2,D,3,H,1,17
4577,D 5,1321,4,D,5,H,78,47
459,R 2,257,1,R,2,T,3,18
6606,L 7,1943,5,L,7,H,146,86
6324,R 11,1839,1,R,1,T,139,63
37,R 2,27,2,R,2,H,5,6
3888,R 12,1126,1,R,1,H,26,44
5170,D 8,1468,8,D,8,H,88,46
3639,L 7,1068,7,L,7,T,20,42
6168,U 8,1782,6,U,8,H,146,74
612,U 4,319,2,U,4,T,17,30
5046,R 4,1436,2,R,4,T,67,55
126,U 2,89,2,U,2,T,3,10
3048,L 7,936,6,L,7,H,16,20
6201,R 7,1800,1,R,7,T,140,72
6562,R 3,1925,2,R,3,H,136,84
4523,R 13,1306,1,R,1,H,74,55
4211,R 11,1209,1,R,1,T,54,68
5968,U 8,1717,7,U,8,H,128,54
4049,D 3,1168,1,D,3,H,32,31
5793,L 9,1657,9,L,9,T,94,44
5703,D 11,1628,1,D,1,T,105,65
5282,R 9,1502,3,R,9,H,99,55
5445,D 12,1552,1,D,1,T,87,79
60,U 1,43,1,U,1,T,5,9
6530,U 8,1917,1,U,8,H,135,79
2185,U 8,753,1,U,8,T,70,39
5083,U 3,1446,1,U,3,H,69,54
6340,U 18,1847,1,U,1,T,132,62
1426,R 4,566,3,R,4,T,27,36
907,R 2,423,2,R,2,H,22,23
2224,U 1,761,1,U,1,T,53,49
6423,U 3,1870,2,U,3,T,127,83
1001,D 3,451,3,D,3,H,11,36
1134,U 6,487,4,U,6,H,30,24
551,D 1,294,1,D,1,H,12,19
3442,U 7,1026,7,U,7,H,18,40
99,R 1,70,1,R,1,H,8,11
6022,R 9,1732,7,R,9,H,158,44
6567,U 18,1927,1,U,1,H,137,82
3697,U 6,1081,5,U,6,H,15,36
2038,R 2,716,2,R,2,H,66,58
5770,D 6,1647,6,D,6,H,103,39
4422,U 5,1269,2,U,5,T,76,61
298,R 1,183,1,R,1,T,4,19
3686,U 11,1079,1,U,1,H,21,31
2456,L 7,807,6,L,7,T,33,24
3895,R 4,1128,4,R,4,H,27,44
825,R 2,393,1,R,2,H,17,24
2561,L 8,835,1,L,8,T,14,36
5051,D 6,1437,3,D,6,H,70,51
2611,L 7,845,3,L,7,H,15,36
4035,R 5,1164,1,R,5,H,29,38
2525,U 1,824,1,U,1,T,27,18
4464,R 3,1284,3,R,3,H,78,52
1156,L 6,491,4,L,6,T,27,22
176,L 3,120,1,L,3,T,4,20
2993,U 9,923,8,U,9,T,20,-10
817,R 4,391,1,R,4,H,13,20
84,D 2,59,2,D,2,T,6,11
4557,R 6,1318,1,R,6,H,79,56
29,U 2,22,1,U,2,H,4,3
5479,D 8,1564,6,D,8,H,86,71
3938,L 3,1139,1,L,3,T,29,32
78,U 2,55,2,U,2,H,4,12
2255,L 2,768,1,L,2,H,47,44
6279,L 9,1827,5,L,9,T,138,76
1997,L 5,708,1,L,5,H,58,57
3701,D 5,1082,3,D,5,H,15,34
5125,R 7,1459,4,R,7,T,76,50
6300,R 5,1833,1,R,5,T,135,75
3069,R 6,940,2,R,6,T,8,28
3243,U 4,985,2,U,4,T,19,15
2062,L 2,720,2,L,2,T,65,50
3792,R 9,1103,8,R,9,T,12,35
1282,D 4,526,4,D,4,T,26,15
5653,U 6,1605,2,U,6,T,89,61
3771,D 4,1100,4,D,4,H,11,28
877,L 4,412,1,L,4,T,18,16
3963,R 4,1145,4,R,4,H,28,47
4151,U 9,1194,3,U,9,T,46,46
5084,U 3,1446,2,U,3,H,69,55
5077,R 6,1443,6,R,6,H,72,53
366,L 2,222,2,L,2,T,11,17
3867,D 7,1121,1,D,7,H,25,46
5667,D 10,1611,1,D,1,H,91,60
3553,U 4,1051,1,U,4,T,15,29
2228,D 4,762,4,D,4,H,52,46
5221,L 4,1484,2,L,4,T,104,68
3125,U 6,952,4,U,6,H,20,19
4387,L 6,1261,5,L,6,H,63,66
5863,R 9,1685,9,R,9,H,106,59
6433,R 18,1878,1,R,1,T,127,88
6176,D 3,1784,3,D,3,T,143,74
5081,L 4,1444,4,L,4,H,68,53
2526,L 6,825,1,L,6,T,27,18
6641,U 8,1957,1,U,8,H,130,93
676,L 5,343,3,L,5,T,6,29
1205,D 3,504,1,D,3,H,17,22
5706,D 8,1631,1,D,8,H,105,65
4275,L 6,1225,4,L,6,T,72,64
5483,R 8,1565,2,R,8,T,87,69
2080,U 7,724,6,U,7,H,62,60
949,D 5,438,3,D,5,H,17,34
364,U 1,221,1,U,1,H,12,18
1604,U 6,616,5,U,6,H,24,52
3324,U 5,1003,5,U,5,T,36,37
5683,R 9,1622,2,R,9,T,91,63
558,R 4,296,4,R,4,T,15,22
3769,D 4,1100,2,D,4,T,11,31
3017,U 5,930,3,U,5,T,24,6
769,D 1,373,1,D,1,T,23,16
2330,U 2,782,2,U,2,T,33,38
5105,D 9,1452,9,D,9,H,76,49
242,R 2,152,1,R,2,H,10,14
566,U 2,300,1,U,2,H,17,25
3875,R 4,1122,2,R,4,T,26,40
1210,U 3,505,3,U,3,H,17,23
1743,R 7,650,6,R,7,H,51,52
6476,D 7,1892,6,D,7,T,138,77
6578,D 17,1932,1,D,1,H,135,85
5276,U 4,1501,1,U,4,H,96,52
6620,L 9,1948,3,L,9,H,136,86
3897,L 7,1129,2,L,7,T,26,44
2233,L 6,764,2,L,6,H,50,49
55,U 1,38,1,U,1,T,5,9
2032,R 6,714,4,R,6,T,61,60
4588,L 9,1323,9,L,9,H,69,47
2855,R 6,893,6,R,6,H,50,23
8,U 1,6,1,U,1,T,-1,-1
3198,L 5,974,5,L,5,T,14,21
6309,D 7,1836,3,D,7,T,139,75
4406,R 6,1266,2,R,6,H,72,62
5258,U 13,1496,1,U,1,T,103,60
2303,R 8,777,5,R,8,H,45,34
4662,L 4,1342,3,L,4,H,50,52
3554,U 4,1051,2,U,4,T,15,30
1204,L 3,503,3,L,3,H,17,23
4018,L 8,1160,7,L,8,T,26,41
6119,R 7,1765,2,R,7,H,145,56
2852,R 6,893,3,R,6,H,47,23
454,U 1,254,1,U,1,H,2,16
4658,D 3,1341,2,D,3,T,53,54
1982,U 8,704,5,U,8,H,54,54
5617,U 8,1597,4,U,8,H,94,63
3561,R 5,1054,2,R,5,H,17,32
2094,R 1,728,1,R,1,H,66,56
5343,D 15,1519,1,D,1,H,100,59
4153,U 9,1194,5,U,9,T,46,48
2402,R 6,796,2,R,6,T,21,30
2556,L 5,833,2,L,5,T,18,37
6097,R 16,1757,1,R,1,H,148,49
1258,R 6,520,1,R,6,T,21,21
4525,R 2,1308,1,R,2,H,75,56
1012,R 4,454,3,R,4,H,14,34
5310,D 2,1509,2,D,2,H,102,56
4883,D 10,1396,1,D,1,T,57,61
215,U 3,140,1,U,3,H,10,11
5689,R 9,1622,8,R,9,H,98,63
4183,R 8,1203,3,R,8,T,56,60
4460,D 7,1283,6,D,7,T,75,54
4926,D 7,1409,3,D,7,H,51,55
721,L 1,358,1,L,1,T,21,22
5186,R 9,1472,9,R,9,T,96,51
2502,L 8,818,3,L,8,H,34,18
1664,U 4,632,4,U,4,H,42,60
4203,L 9,1206,5,L,9,T,59,69
1655,D 7,630,3,D,7,T,41,61
4176,U 6,1202,2,U,6,T,54,55
6284,D 15,1828,1,D,1,H,133,75
4564,D 5,1319,2,D,5,T,84,55
2633,U 4,849,1,U,4,T,19,34
2645,D 5,853,1,D,5,T,18,39
1620,R 2,621,2,R,2,T,28,47
5640,D 8,1603,3,D,8,T,83,66
5980,R 8,1719,6,R,8,T,133,50
5136,U 6,1464,1,U,6,T,80,53
3908,D 9,1131,4,D,9,T,22,41
938,U 5,434,4,U,5,H,21,33
3364,R 8,1011,1,R,8,H,28,38
5581,D 6,1588,1,D,6,H,91,64
1958,L 8,700,5,L,8,T,50,53
1415,D 5,564,2,D,5,T,25,35
6199,U 12,1798,1,U,1,T,140,72
5277,U 4,1501,2,U,4,H,96,53
2307,L 7,778,1,L,7,H,47,34
2472,R 9,812,3,R,9,T,29,22
2907,L 4,904,3,L,4,H,30,7
62,U 1,45,1,U,1,H,3,11
300,U 2,184,2,U,2,H,5,21
6453,U 6,1885,6,U,6,H,133,90
383,L 4,228,3,L,4,T,4,12
1358,D 4,547,1,D,4,T,30,30
1976,D 6,703,5,D,6,T,54,51
1798,L 6,661,6,L,6,H,48,60
6081,U 14,1751,1,U,1,T,148,42
3021,L 3,931,2,L,3,H,22,9
4362,D 6,1254,3,D,6,H,69,61
5440,D 8,1550,5,D,8,T,88,83
1446,L 6,571,3,L,6,T,23,38
1921,D 6,693,6,D,6,H,64,55
545,R 4,292,3,R,4,H,15,20
680,D 2,345,1,D,2,H,3,29
3038,U 8,934,8,U,8,H,22,24
2362,L 5,789,1,L,5,H,29,25
5218,R 8,1483,7,R,8,H,104,68
784,D 3,378,3,D,3,H,21,13
4520,U 7,1304,6,U,7,H,74,54
859,D 4,406,4,D,4,T,20,22
2022,U 8,712,6,U,8,H,62,58
2819,U 5,887,3,U,5,H,32,35
3347,U 6,1008,4,U,6,T,34,42
4506,D 7,1301,6,D,7,T,77,50
6054,R 5,1741,3,R,5,H,159,41
2409,D 5,797,3,D,5,T,26,28
1641,R 4,627,2,R,4,T,38,58
1242,R 6,514,3,R,6,H,19,21
5238,U 15,1491,1,U,1,H,102,60
2399,L 9,795,8,L,9,H,21,30
2332,R 6,783,2,R,6,T,34,39
1870,L 4,681,4,L,4,H,47,67
2810,U 7,885,6,U,7,H,37,31
5282,R 9,1502,3,R,9,T,98,55
4134,D 3,1191,1,D,3,H,48,46
1627,U 7,622,7,U,7,T,29,53
5678,L 3,1620,2,L,3,T,92,60
3326,L 9,1004,2,L,9,H,34,38
4336,D 2,1244,1,D,2,T,75,72
4630,L 9,1334,2,L,9,H,63,45
3726,D 8,1092,1,D,8,H,16,42
863,L 4,407,4,L,4,H,16,21
596,R 1,313,1,R,1,H,19,25
2109,R 5,732,4,R,5,H,66,49
3928,R 9,1136,5,R,9,T,28,33
5010,L 13,1427,1,L,1,T,59,65
3510,L 9,1039,6,L,9,H,18,40
5465,L 1,1559,1,L,1,T,92,76
3294,L 7,995,7,L,7,T,31,30
3288,L 7,995,1,L,7,T,37,29
5908,U 3,1701,2,U,3,H,102,54
3789,R 9,1103,5,R,9,H,10,35
5114,R 5,1455,3,R,5,T,73,50
4398,R 9,1264,4,R,9,H,65,61
1142,D 6,488,6,D,6,T,30,21
1532,R 2,597,1,R,2,T,5,43
3917,U 2,1133,1,U,2,H,25,36
3768,D 4,1100,1,D,4,H,11,31
1786,R 6,659,6,R,6,T,53,54
1637,R 3,625,2,R,3,T,35,57
3265,L 10,989,1,L,1,H,25,26
4634,L 9,1334,6,L,9,T,60,45
4309,U 4,1236,1,U,4,T,68,74
4795,U 8,1380,3,U,8,T,65,63
5620,U 8,1597,7,U,8,T,94,65
2257,R 4,769,1,R,4,T,47,44
3128,L 2,953,1,L,2,H,19,21
4503,D 7,1301,3,D,7,T,77,53
1570,U 6,606,1,U,6,T,26,34
4913,U 7,1404,4,U,7,T,53,57
2601,R 8,844,1,R,8,H,11,36
6137,U 5,1770,3,U,5,H,151,58
5065,U 6,1441,6,U,6,H,72,53
868,R 5,408,5,R,5,H,21,21
6679,L 8,1974,1,L,8,T,141,103
4030,R 8,1162,8,R,8,T,31,38
4472,D 8,1286,1,D,8,H,78,58
6630,U 7,1949,4,U,7,H,130,90
6384,R 7,1857,5,R,7,H,133,77
402,U 4,233,3,U,4,H,2,16
2033,R 6,714,5,R,6,T,62,60
2715,R 9,866,4,R,9,H,31,22
2381,R 6,791,6,R,6,H,31,34
2444,D 9,805,5,D,9,H,36,28
3396,L 8,1019,5,L,8,H,27,31
628,R 1,325,1,R,1,T,17,27
2551,U 9,832,6,U,9,T,19,33
5620,U 8,1597,7,U,8,H,94,66
4714,R 9,1358,5,R,9,H,63,57
2420,R 7,801,2,R,7,H,27,29
5365,R 14,1528,1,R,1,T,95,68
1854,L 8,676,8,L,8,T,46,71
6396,L 4,1860,3,L,4,T,132,71
1849,L 8,676,3,L,8,T,51,71
4717,R 9,1358,8,R,9,T,65,57
1273,L 3,523,1,L,3,H,26,19
362,R 3,220,2,R,3,T,10,17
4314,D 2,1237,2,D,2,H,69,75
2820,U 5,887,4,U,5,T,32,35
3375,U 1,1015,1,U,1,T,34,38
3356,D 7,1009,7,D,7,H,34,38
2097,D 7,730,1,D,7,T,64,56
3930,R 9,1136,7,R,9,T,30,33
5707,D 8,1631,2,D,8,H,105,64
867,R 5,408,4,R,5,H,20,21
1492,R 3,585,1,R,3,T,14,40
4753,U 9,1367,5,U,9,H,68,57
6510,L 5,1907,2,L,5,H,143,75
4371,L 3,1256,3,L,3,H,66,61
465,U 3,259,3,U,3,H,5,20
4975,U 8,1419,4,U,8,T,42,56
5810,D 2,1664,1,D,2,T,87,46
4022,D 3,1161,3,D,3,T,24,39
1428,U 6,567,1,U,6,T,28,36
2958,D 7,917,1,D,7,H,28,-6
3143,R 7,958,5,R,7,T,15,21
1792,U 6,660,6,U,6,H,54,60
936,U 5,434,2,U,5,T,21,30
5085,U 3,1446,3,U,3,H,69,56
5929,D 6,1707,4,D,6,H,115,50
397,L 4,232,2,L,4,T,5,13
5205,U 4,1478,4,U,4,H,96,65
3236,R 4,983,3,R,4,T,17,18
1094,R 4,477,1,R,4,T,23,15
171,R 2,118,1,R,2,T,2,19
3625,R 6,1065,2,R,6,T,19,43
5807,R 3,1662,2,R,3,T,86,46
2189,U 8,753,5,U,8,H,69,44
3478,U 6,1033,6,U,6,H,17,39
2705,D 7,865,1,D,7,H,27,28
3563,R 5,1054,4,R,5,H,19,32
2736,U 4,869,1,U,4,T,43,15
1824,U 2,669,2,U,2,H,49,63
969,U 4,443,3,U,4,H,12,35
24,U 1,18,1,U,1,T,3,0
2826,D 9,889,1,D,9,T,35,37
1589,U 5,613,3,U,5,H,30,45
1572,U 6,606,3,U,6,T,27,36
1785,R 6,659,5,R,6,T,52,54
1927,U 5,695,3,U,5,T,61,57
1746,L 7,651,2,L,7,T,51,52
5576,R 9,1587,5,R,9,H,87,65
5836,R 4,1679,1,R,4,H,90,54
119,L 1,83,1,L,1,H,3,10
2988,U 9,923,3,U,9,T,20,-15
1659,D 7,630,7,D,7,H,41,56
3515,D 5,1041,1,D,5,H,16,39
1048,D 5,463,5,D,5,T,24,25
3546,R 9,1049,4,R,9,H,11,29
1319,L 4,536,1,L,4,T,28,28
5423,R 6,1543,5,R,6,H,92,87
4836,D 8,1385,8,D,8,H,63,61
2937,R 9,912,4,R,9,H,21,0
4826,L 6,1384,4,L,6,H,65,69
6056,R 5,1741,5,R,5,H,161,41
320,U 3,195,2,U,3,H,3,19
844,L 3,400,1,L,3,T,18,24
6558,R 2,1923,1,R,2,H,134,84
3829,D 8,1110,1,D,8,H,32,43
5993,R 7,1723,5,R,7,H,144,51
1623,U 7,622,3,U,7,T,29,49
158,L 1,111,1,L,1,H,1,23
4726,U 6,1361,1,U,6,T,62,56
1384,R 3,555,1,R,3,H,24,30
3766,R 8,1099,7,R,8,T,9,32
2273,L 7,772,2,L,7,H,42,39
780,U 3,377,2,U,3,H,21,15
617,L 3,320,3,L,3,T,15,33
5435,R 13,1549,1,R,1,T,88,87
3393,L 8,1019,2,L,8,H,30,31
1144,U 6,489,2,U,6,T,30,21
46,D 2,33,1,D,2,H,6,8
6224,L 4,1806,2,L,4,T,149,72
5474,D 8,1564,1,D,8,H,86,76
199,D 3,130,3,D,3,T,3,11
1916,D 6,693,1,D,6,T,63,61
2078,U 7,724,4,U,7,T,62,57
5607,D 7,1596,1,D,7,H,94,65
6335,R 18,1844,1,R,1,H,134,61
6574,U 5,1931,2,U,5,T,135,82
2837,R 9,890,3,R,9,H,39,28
1993,R 7,707,4,R,7,T,55,57
2488,L 3,815,3,L,3,H,33,25
2839,R 9,890,5,R,9,H,41,28
1594,L 7,615,2,L,7,T,30,46
6058,D 3,1742,2,D,3,T,161,40
1393,U 4,557,4,U,4,T,26,30
4053,R 4,1170,1,R,4,H,32,29
2513,L 7,822,1,L,7,T,29,19
3985,R 6,1152,3,R,6,T,31,33
3280,R 6,993,6,R,6,T,36,23
3382,R 3,1017,2,R,3,T,30,39
2028,L 4,713,4,L,4,H,58,60
672,R 3,342,2,R,3,H,7,29
3421,D 8,1023,4,D,8,T,18,30
4078,L 1,1176,1,L,1,T,28,30
4084,L 12,1178,1,L,1,T,27,35
6020,R 9,1732,5,R,9,H,156,44
6030,L 6,1733,6,L,6,T,155,44
2401,R 6,796,1,R,6,H,21,30
2360,D 8,787,8,D,8,H,29,25
4061,L 6,1173,1,L,6,H,33,32
2765,L 9,874,6,L,9,T,35,27
1022,R 6,456,4,R,6,T,18,29
1861,R 7,677,7,R,7,T,51,71
5647,R 6,1604,2,R,6,T,84,60
71,R 2,51,1,R,2,H,4,9
1597,L 7,615,5,L,7,H,26,47
102,D 2,72,1,D,2,H,6,10
219,L 2,141,2,L,2,T,9,13
3660,D 9,1074,3,D,9,H,18,34
2535,L 1,827,1,L,1,T,22,21
6126,D 14,1767,1,D,1,T,149,56
4554,D 5,1317,3,D,5,H,78,58
808,U 4,389,1,U,4,H,17,17
759,D 5,370,3,D,5,H,21,18
3161,U 3,963,1,U,3,H,23,16
2165,D 5,746,4,D,5,H,72,43
6499,D 13,1903,1,D,1,T,139,74
700,U 5,352,1,U,5,H,13,23
1448,L 6,571,5,L,6,T,21,38
2051,U 7,718,5,U,7,H,66,55
1941,D 6,697,5,D,6,T,54,56
3853,L 9,1115,4,L,9,T,31,43
5824,U 8,1671,4,U,8,H,91,49
1781,R 6,659,1,R,6,H,49,54
2164,D 5,746,3,D,5,H,72,44
2814,L 5,886,3,L,5,H,34,32
1399,U 6,559,5,U,6,H,25,36
4175,U 6,1202,1,U,6,H,54,55
5213,R 8,1483,2,R,8,H,99,68
1191,L 5,500,4,L,5,H,21,26
3870,D 7,1121,4,D,7,H,25,43
3488,U 9,1035,9,U,9,T,18,47
5975,R 8,1719,1,R,8,H,129,50
3121,L 1,951,1,L,1,H,20,15
6042,D 9,1738,2,D,9,H,156,48
1966,R 8,702,3,R,8,T,48,55
1124,U 4,484,4,U,4,H,29,25
3299,U 6,996,5,U,6,T,30,34
5563,L 8,1583,3,L,8,T,87,65
6385,R 7,1857,6,R,7,T,133,77
804,R 3,387,1,R,3,T,15,15
4265,L 3,1222,2,L,3,T,77,62
384,L 4,228,4,L,4,T,3,12
4479,D 8,1286,8,D,8,T,78,52
2052,U 7,718,6,U,7,H,66,56
4710,R 9,1358,1,R,9,T,58,56
5600,R 10,1591,1,R,1,H,96,68
1305,U 5,532,3,U,5,H,24,21
4982,R 9,1420,3,R,9,H,45,61
3877,R 4,1122,4,R,4,T,28,40
6181,L 2,1787,2,L,2,T,141,71
4180,U 6,1202,6,U,6,H,54,60
6643,U 8,1957,3,U,8,T,130,94
5676,U 2,1619,2,U,2,H,93,61
2642,L 4,852,2,L,4,H,19,39
3002,U 8,926,4,U,8,T,22,-5
6032,D 17,1735,1,D,1,H,155,43
534,U 1,288,1,U,1,H,12,22
5082,R 1,1445,1,R,1,T,69,53
4876,D 6,1393,4,D,6,H,59,63
4864,L 9,1391,7,L,9,T,62,61
231,U 2,147,1,U,2,H,8,13
2552,U 9,832,7,U,9,T,19,34
383,L 4,228,3,L,4,H,3,12
4284,U 2,1228,2,U,2,H,68,70
2498,D 7,817,6,D,7,H,37,19
1977,D 6,703,6,D,6,H,54,49
5080,L 4,1444,3,L,4,T,70,53
260,D 1,161,1,D,1,H,9,15
2596,U 6,843,2,U,6,T,10,31
332,R 1,202,1,R,1,T,4,20
6651,R 4,1958,3,R,4,H,133,100
4935,U 8,1411,4,U,8,T,50,54
4273,L 6,1225,2,L,6,H,73,64
3522,R 2,1043,2,R,2,H,17,35
2473,R 9,812,4,R,9,T,30,22
3787,R 9,1103,3,R,9,H,8,35
2923,D 7,907,6,D,7,T,22,4
1455,U 7,572,6,U,7,T,19,43
4361,D 6,1254,2,D,6,T,69,63
3304,D 6,997,4,D,6,T,30,33
1612,R 5,619,4,R,5,H,26,52
138,L 2,99,1,L,2,H,1,13
2735,R 8,868,8,R,8,T,43,15
4434,L 10,1273,1,L,1,H,77,65
6541,R 8,1918,4,R,8,H,139,86
2771,D 6,876,1,D,6,T,31,28
5439,D 8,1550,4,D,8,H,88,83
1116,U 5,481,5,U,5,T,31,20
5842,R 4,1681,2,R,4,T,94,53
1662,U 4,632,2,U,4,H,42,58
1605,U 6,616,6,U,6,H,24,53
1360,D 4,547,3,D,4,H,31,27
727,U 5,362,1,U,5,T,22,21
224,L 3,144,1,L,3,T,8,12
2495,D 7,817,3,D,7,H,37,22
2939,R 9,912,6,R,9,T,22,0
4068,D 6,1174,2,D,6,T,28,31
1991,R 7,707,2,R,7,H,54,57
5038,D 11,1432,1,D,1,H,66,58
6643,U 8,1957,3,U,8,H,130,95
5782,U 15,1654,1,U,1,H,102,44
2383,L 2,792,2,L,2,T,30,34
4325,R 6,1240,4,R,6,T,71,69
